STRUCTURE_NAME,REF_AREA,Reference area,Frequency of observation,Measure,UNIT_MEASURE,Unit of measure,Age,SEX,Sex,Cause of death,TIME_PERIOD,OBS_VALUE
Potential years of life lost,MEX,Mexico,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Total,2018,8844.5
Potential years of life lost,MEX,Mexico,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Total,2019,8934.6
Potential years of life lost,MEX,Mexico,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Total,2020,12577
Potential years of life lost,MEX,Mexico,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Total,2021,12686.1
Potential years of life lost,MEX,Mexico,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Total,2015,8380.9
Potential years of life lost,EST,Estonia,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Total,2016,3936.1
Potential years of life lost,EST,Estonia,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Total,2017,3431.2
Potential years of life lost,EST,Estonia,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Total,2018,3288.9
Potential years of life lost,EST,Estonia,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Total,2019,3270.6
Potential years of life lost,EST,Estonia,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Total,2020,3337.9
Potential years of life lost,EST,Estonia,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Total,2022,3498.7
Potential years of life lost,EST,Estonia,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Total,2021,3697.7
Potential years of life lost,EST,Estonia,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Total,2015,3806.9
Potential years of life lost,JPN,Japan,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Total,2018,3036.3
Potential years of life lost,JPN,Japan,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Total,2015,3205.6
Potential years of life lost,JPN,Japan,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Total,2019,2994.8
Potential years of life lost,JPN,Japan,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Total,2020,2962.5
Potential years of life lost,JPN,Japan,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Total,2021,2967.9
Potential years of life lost,JPN,Japan,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Total,2016,3150.8
Potential years of life lost,JPN,Japan,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Total,2017,3064.8
Potential years of life lost,IRL,Ireland,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Diseases of the nervous system,2015,126
Potential years of life lost,IRL,Ireland,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Diseases of the nervous system,2016,135.7
Potential years of life lost,IRL,Ireland,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Diseases of the nervous system,2017,130.2
Potential years of life lost,IRL,Ireland,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Diseases of the nervous system,2018,118.4
Potential years of life lost,IRL,Ireland,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Diseases of the nervous system,2019,108.7
Potential years of life lost,IRL,Ireland,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Diseases of the nervous system,2020,91.3
Potential years of life lost,TUR,TÃ¼rkiye,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Diseases of the nervous system,2018,167.8
Potential years of life lost,TUR,TÃ¼rkiye,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Diseases of the nervous system,2019,162.6
Potential years of life lost,TUR,TÃ¼rkiye,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Diseases of the nervous system,2015,185.4
Potential years of life lost,TUR,TÃ¼rkiye,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Diseases of the nervous system,2016,191.6
Potential years of life lost,TUR,TÃ¼rkiye,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Diseases of the nervous system,2017,185.9
Potential years of life lost,JPN,Japan,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Diseases of the nervous system,2016,85.4
Potential years of life lost,JPN,Japan,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Diseases of the nervous system,2017,105.9
Potential years of life lost,GRC,Greece,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Total,2018,2553
Potential years of life lost,GRC,Greece,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Total,2015,2805.3
Potential years of life lost,JPN,Japan,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Diseases of the nervous system,2020,102.4
Potential years of life lost,JPN,Japan,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Diseases of the nervous system,2021,101.8
Potential years of life lost,JPN,Japan,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Diseases of the nervous system,2015,88.3
Potential years of life lost,FIN,Finland,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Total,2015,4025.4
Potential years of life lost,FIN,Finland,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Total,2016,4101.4
Potential years of life lost,FIN,Finland,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Total,2017,4066
Potential years of life lost,FIN,Finland,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Total,2018,3981.8
Potential years of life lost,FIN,Finland,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Total,2019,3930.2
Potential years of life lost,FIN,Finland,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Total,2020,3995.3
Potential years of life lost,FIN,Finland,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Total,2021,3880.8
Potential years of life lost,ROU,Romania,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Total,2018,11501.3
Potential years of life lost,ROU,Romania,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Total,2019,11250.7
Potential years of life lost,ROU,Romania,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Total,2015,11450
Potential years of life lost,ROU,Romania,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Total,2016,11487.6
Potential years of life lost,ROU,Romania,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Total,2017,11408.6
Potential years of life lost,ISL,Iceland,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Diseases of the nervous system,2017,193.6
Potential years of life lost,ISL,Iceland,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Diseases of the nervous system,2018,114.1
Potential years of life lost,ISL,Iceland,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Diseases of the nervous system,2019,132.6
Potential years of life lost,ISL,Iceland,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Diseases of the nervous system,2020,170.2
Potential years of life lost,ISL,Iceland,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Diseases of the nervous system,2021,135.3
Potential years of life lost,ISL,Iceland,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Diseases of the nervous system,2022,164.6
Potential years of life lost,ISL,Iceland,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Diseases of the nervous system,2015,169.2
Potential years of life lost,ISL,Iceland,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Diseases of the nervous system,2016,176.7
Potential years of life lost,SVK,Slovak Republic,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Diseases of the nervous system,2016,154.7
Potential years of life lost,SVK,Slovak Republic,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Diseases of the nervous system,2017,125
Potential years of life lost,SVK,Slovak Republic,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Diseases of the nervous system,2018,202.7
Potential years of life lost,SVK,Slovak Republic,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Diseases of the nervous system,2019,171
Potential years of life lost,SVK,Slovak Republic,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Diseases of the nervous system,2020,125.6
Potential years of life lost,SVK,Slovak Republic,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Diseases of the nervous system,2021,153.1
Potential years of life lost,ESP,Spain,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Total,2016,2226.6
Potential years of life lost,ESP,Spain,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Total,2015,2265.1
Potential years of life lost,ESP,Spain,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Total,2018,2221
Potential years of life lost,ESP,Spain,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Total,2019,2155.5
Potential years of life lost,ESP,Spain,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Total,2020,2285.1
Potential years of life lost,ESP,Spain,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Total,2021,2241.8
Potential years of life lost,ESP,Spain,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Total,2017,2251.3
Potential years of life lost,BEL,Belgium,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Diseases of the nervous system,2015,126.6
Potential years of life lost,BEL,Belgium,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Diseases of the nervous system,2016,105.1
Potential years of life lost,BEL,Belgium,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Diseases of the nervous system,2017,115.2
Potential years of life lost,BEL,Belgium,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Diseases of the nervous system,2018,134.7
Potential years of life lost,BEL,Belgium,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Diseases of the nervous system,2019,117.9
Potential years of life lost,BEL,Belgium,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Diseases of the nervous system,2020,107.5
Potential years of life lost,CZE,Czechia,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Total,2016,4989.5
Potential years of life lost,CZE,Czechia,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Total,2017,4964.8
Potential years of life lost,CZE,Czechia,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Total,2018,4971.8
Potential years of life lost,CZE,Czechia,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Total,2019,4869.8
Potential years of life lost,CZE,Czechia,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Total,2020,5047.6
Potential years of life lost,CZE,Czechia,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Total,2021,5800.3
Potential years of life lost,CZE,Czechia,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Total,2015,5093.2
Potential years of life lost,ISR,Israel,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Total,2021,4351
Potential years of life lost,ISR,Israel,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Total,2016,4296.4
Potential years of life lost,ISR,Israel,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Total,2017,4211
Potential years of life lost,ISR,Israel,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Total,2018,4193.5
Potential years of life lost,ISR,Israel,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Total,2019,4141.2
Potential years of life lost,ISR,Israel,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Total,2020,4125.6
Potential years of life lost,ISR,Israel,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Total,2015,4439.1
Potential years of life lost,SWE,Sweden,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Total,2017,4017.4
Potential years of life lost,SWE,Sweden,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Total,2018,3942.7
Potential years of life lost,SWE,Sweden,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Total,2019,3795.1
Potential years of life lost,SWE,Sweden,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Total,2020,3972.7
Potential years of life lost,SWE,Sweden,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Total,2021,3768.7
Potential years of life lost,SWE,Sweden,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Total,2022,3650.9
Potential years of life lost,SWE,Sweden,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Total,2015,4218.1
Potential years of life lost,SWE,Sweden,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Total,2016,4072.9
Potential years of life lost,GBR,United Kingdom,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Total,2019,4147.7
Potential years of life lost,GBR,United Kingdom,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Total,2020,4473.4
Potential years of life lost,LVA,Latvia,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Total,2018,4897.3
Potential years of life lost,LVA,Latvia,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Total,2019,4769.4
Potential years of life lost,LVA,Latvia,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Total,2020,4611.4
Potential years of life lost,LVA,Latvia,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Total,2016,4990.3
Potential years of life lost,LVA,Latvia,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Total,2015,4964
Potential years of life lost,LVA,Latvia,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Total,2017,4913.1
Potential years of life lost,LVA,Latvia,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Total,2021,5498.3
Potential years of life lost,GBR,United Kingdom,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Total,2015,4229.8
Potential years of life lost,GBR,United Kingdom,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Total,2016,4265.9
Potential years of life lost,GBR,United Kingdom,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Total,2017,4157.6
Potential years of life lost,GBR,United Kingdom,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Total,2018,4353.1
Potential years of life lost,CHE,Switzerland,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Diseases of the nervous system,2021,109.6
Potential years of life lost,CHE,Switzerland,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Diseases of the nervous system,2015,125.3
Potential years of life lost,CHE,Switzerland,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Diseases of the nervous system,2016,119.2
Potential years of life lost,CHE,Switzerland,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Diseases of the nervous system,2017,121.8
Potential years of life lost,CHE,Switzerland,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Diseases of the nervous system,2018,118.5
Potential years of life lost,CHE,Switzerland,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Diseases of the nervous system,2019,102.9
Potential years of life lost,CHE,Switzerland,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Diseases of the nervous system,2020,115.2
Potential years of life lost,DEU,Germany,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Total,2016,4265.7
Potential years of life lost,DEU,Germany,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Total,2017,4126.9
Potential years of life lost,DEU,Germany,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Total,2018,4161.7
Potential years of life lost,DEU,Germany,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Total,2019,4028.9
Potential years of life lost,DEU,Germany,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Total,2020,4040.6
Potential years of life lost,DEU,Germany,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Total,2015,4310.2
Potential years of life lost,KOR,Korea,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Total,2018,3320.7
Potential years of life lost,KOR,Korea,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Total,2019,3224.4
Potential years of life lost,USA,United States,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Diseases of the nervous system,2018,217.9
Potential years of life lost,USA,United States,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Diseases of the nervous system,2019,217.4
Potential years of life lost,USA,United States,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Diseases of the nervous system,2020,223.7
Potential years of life lost,USA,United States,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Diseases of the nervous system,2021,227.8
Potential years of life lost,USA,United States,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Diseases of the nervous system,2015,206.4
Potential years of life lost,CHL,Chile,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Total,2018,6318.4
Potential years of life lost,CHL,Chile,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Total,2019,6317.2
Potential years of life lost,KOR,Korea,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Total,2020,3146.9
Potential years of life lost,KOR,Korea,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Total,2021,3128.8
Potential years of life lost,KOR,Korea,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Total,2016,3505.3
Potential years of life lost,KOR,Korea,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Total,2017,3325
Potential years of life lost,KOR,Korea,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Total,2015,3611.4
Potential years of life lost,LUX,Luxembourg,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Diseases of the nervous system,2015,40.5
Potential years of life lost,LUX,Luxembourg,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Diseases of the nervous system,2016,78.1
Potential years of life lost,LUX,Luxembourg,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Diseases of the nervous system,2017,59.7
Potential years of life lost,LUX,Luxembourg,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Diseases of the nervous system,2018,75.2
Potential years of life lost,LUX,Luxembourg,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Diseases of the nervous system,2019,73.4
Potential years of life lost,LUX,Luxembourg,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Diseases of the nervous system,2020,81.5
Potential years of life lost,LUX,Luxembourg,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Diseases of the nervous system,2021,36.7
Potential years of life lost,LUX,Luxembourg,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Diseases of the nervous system,2022,75.4
Potential years of life lost,FRA,France,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Total,2015,5591
Potential years of life lost,FRA,France,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Total,2016,5445.1
Potential years of life lost,FRA,France,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Total,2017,5483.8
Potential years of life lost,FRA,France,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Total,2018,5471
Potential years of life lost,FRA,France,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Total,2019,5206.8
Potential years of life lost,FRA,France,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Total,2020,5279
Potential years of life lost,CAN,Canada,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Diseases of the nervous system,2018,135.7
Potential years of life lost,CAN,Canada,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Diseases of the nervous system,2019,133
Potential years of life lost,CAN,Canada,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Diseases of the nervous system,2020,138.4
Potential years of life lost,CAN,Canada,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Diseases of the nervous system,2021,125.4
Potential years of life lost,CAN,Canada,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Diseases of the nervous system,2022,134.7
Potential years of life lost,CAN,Canada,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Diseases of the nervous system,2015,137.2
Potential years of life lost,CAN,Canada,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Diseases of the nervous system,2016,140.7
Potential years of life lost,CAN,Canada,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Diseases of the nervous system,2017,139.4
Potential years of life lost,SWE,Sweden,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Diseases of the nervous system,2022,151.6
Potential years of life lost,SWE,Sweden,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Diseases of the nervous system,2015,133
Potential years of life lost,SWE,Sweden,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Diseases of the nervous system,2016,137.4
Potential years of life lost,SWE,Sweden,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Diseases of the nervous system,2017,135.5
Potential years of life lost,SWE,Sweden,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Diseases of the nervous system,2018,152.6
Potential years of life lost,SWE,Sweden,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Diseases of the nervous system,2019,140.8
Potential years of life lost,SWE,Sweden,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Diseases of the nervous system,2020,145
Potential years of life lost,SWE,Sweden,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Diseases of the nervous system,2021,132.1
Potential years of life lost,DNK,Denmark,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Diseases of the nervous system,2016,171.1
Potential years of life lost,DNK,Denmark,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Diseases of the nervous system,2017,171.6
Potential years of life lost,DNK,Denmark,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Diseases of the nervous system,2018,187.4
Potential years of life lost,DNK,Denmark,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Diseases of the nervous system,2019,169
Potential years of life lost,DNK,Denmark,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Diseases of the nervous system,2020,159.2
Potential years of life lost,DNK,Denmark,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Diseases of the nervous system,2021,154.6
Potential years of life lost,DNK,Denmark,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Diseases of the nervous system,2015,172.7
Potential years of life lost,CZE,Czechia,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Diseases of the nervous system,2018,170.4
Potential years of life lost,CZE,Czechia,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Diseases of the nervous system,2019,174.3
Potential years of life lost,CZE,Czechia,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Diseases of the nervous system,2020,151.9
Potential years of life lost,CZE,Czechia,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Diseases of the nervous system,2021,184.1
Potential years of life lost,CZE,Czechia,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Diseases of the nervous system,2015,200.5
Potential years of life lost,CZE,Czechia,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Diseases of the nervous system,2016,187.6
Potential years of life lost,CZE,Czechia,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Diseases of the nervous system,2017,150.6
Potential years of life lost,BRA,Brazil,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Total,2021,14594.3
Potential years of life lost,BRA,Brazil,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Total,2020,12503.6
Potential years of life lost,BRA,Brazil,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Total,2017,12073.6
Potential years of life lost,BRA,Brazil,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Total,2018,11632
